Local,Ano,Morte5,Nível
Rio Grande do Sul,2014,12.2,UF
Rio Grande do Sul,2015,11.7,UF
Rio Grande do Sul,2016,11.8,UF
Rio Grande do Sul,2017,11.9,UF
Rio Grande do Sul,2018,11.4,UF
Rio Grande do Sul,2019,12.1,UF
Rio Grande do Sul,2020,9.8,UF
Rio Grande do Sul,2021,11.5,UF
Rio Grande do Sul,2022,12.2,UF
Mato Grosso do Sul,1990,38.6,UF
Mato Grosso do Sul,1991,37.5,UF
Mato Grosso do Sul,1992,36.5,UF
Mato Grosso do Sul,1993,35.5,UF
Mato Grosso do Sul,1994,34.5,UF
Mato Grosso do Sul,1995,33.6,UF
Mato Grosso do Sul,1996,32.6,UF
Mato Grosso do Sul,1997,31.7,UF
Mato Grosso do Sul,1998,30.9,UF
Mato Grosso do Sul,1999,30.0,UF
Mato Grosso do Sul,2000,29.2,UF
Mato Grosso do Sul,2001,27.7,UF
Mato Grosso do Sul,2002,26.4,UF
Mato Grosso do Sul,2003,25.4,UF
Mato Grosso do Sul,2004,24.9,UF
Mato Grosso do Sul,2005,24.1,UF
Mato Grosso do Sul,2006,23.2,UF
Mato Grosso do Sul,2007,21.9,UF
Mato Grosso do Sul,2008,21.8,UF
Mato Grosso do Sul,2009,20.3,UF
Mato Grosso do Sul,2010,18.5,UF
Mato Grosso do Sul,2011,16.5,UF
Mato Grosso do Sul,2012,15.8,UF
Mato Grosso do Sul,2013,15.9,UF
Mato Grosso do Sul,2014,15.5,UF
Mato Grosso do Sul,2015,14.3,UF
Mato Grosso do Sul,2016,15.9,UF
Mato Grosso do Sul,2017,12.6,UF
Mato Grosso do Sul,2018,13.6,UF
Mato Grosso do Sul,2019,13.1,UF
Mato Grosso do Sul,2020,12.8,UF
Mato Grosso do Sul,2021,12.6,UF
Mato Grosso do Sul,2022,15.1,UF
Mato Grosso,1990,44.8,UF
Mato Grosso,1991,43.6,UF
Mato Grosso,1992,42.4,UF
Mato Grosso,1993,41.3,UF
Mato Grosso,1994,40.1,UF
Mato Grosso,1995,39.0,UF
Mato Grosso,1996,38.0,UF
Mato Grosso,1997,36.9,UF
Mato Grosso,1998,35.9,UF
Mato Grosso,1999,34.9,UF
Mato Grosso,2000,34.0,UF
Mato Grosso,2001,31.6,UF
Mato Grosso,2002,29.6,UF
Mato Grosso,2003,29.1,UF
Mato Grosso,2004,28.3,UF
Mato Grosso,2005,27.9,UF
Mato Grosso,2006,27.0,UF
Mato Grosso,2007,25.8,UF
Mato Grosso,2008,25.2,UF
Mato Grosso,2009,24.5,UF
Mato Grosso,2010,23.2,UF
Mato Grosso,2011,21.8,UF
Mato Grosso,2012,21.4,UF
Mato Grosso,2013,22.1,UF
Mato Grosso,2014,22.0,UF
Mato Grosso,2015,22.2,UF
Mato Grosso,2016,21.2,UF
Mato Grosso,2017,18.6,UF
Mato Grosso,2018,17.8,UF
Mato Grosso,2019,18.3,UF
Mato Grosso,2020,16.8,UF
Mato Grosso,2021,16.5,UF
Mato Grosso,2022,18.5,UF
Goiás,1990,41.9,UF
Goiás,1991,39.7,UF
Goiás,1992,37.7,UF
Goiás,1993,35.7,UF
Goiás,1994,33.8,UF
Goiás,1995,32.1,UF
Goiás,1996,30.4,UF
Goiás,1997,28.8,UF
Goiás,1998,27.3,UF
Goiás,1999,25.9,UF
Goiás,2000,24.5,UF
Goiás,2001,24.1,UF
Goiás,2002,23.9,UF
Goiás,2003,23.9,UF
Goiás,2004,22.8,UF
Goiás,2005,22.0,UF
Goiás,2006,21.3,UF
Goiás,2007,20.5,UF
Goiás,2008,19.3,UF
Goiás,2009,18.3,UF
Goiás,2010,18.3,UF
Goiás,2011,18.4,UF
Goiás,2012,18.8,UF
Goiás,2013,18.5,UF
Goiás,2014,18.1,UF
Goiás,2015,18.1,UF
Goiás,2016,17.8,UF
Goiás,2017,15.8,UF
Goiás,2018,16.3,UF
Goiás,2019,16.8,UF
Goiás,2020,14.1,UF
Goiás,2021,15.1,UF
Goiás,2022,15.6,UF
Distrito Federal,1990,34.5,UF
Distrito Federal,1991,32.2,UF
Distrito Federal,1992,30.1,UF
Distrito Federal,1993,28.1,UF
Distrito Federal,1994,26.3,UF
Distrito Federal,1995,24.6,UF
Distrito Federal,1996,23.0,UF
Distrito Federal,1997,21.4,UF
Distrito Federal,1998,20.0,UF
Distrito Federal,1999,18.7,UF
Distrito Federal,2000,17.5,UF
Distrito Federal,2001,16.9,UF
Distrito Federal,2002,16.5,UF
Distrito Federal,2003,16.1,UF
Distrito Federal,2004,15.9,UF
Distrito Federal,2005,15.5,UF
Distrito Federal,2006,14.6,UF
Distrito Federal,2007,13.9,UF
Distrito Federal,2008,13.6,UF
Distrito Federal,2009,13.9,UF
Distrito Federal,2010,13.8,UF
Distrito Federal,2011,13.6,UF
Distrito Federal,2012,13.6,UF
Distrito Federal,2013,13.6,UF
Distrito Federal,2014,13.1,UF
Distrito Federal,2015,12.2,UF
Distrito Federal,2016,11.9,UF
Distrito Federal,2017,12.8,UF
Distrito Federal,2018,11.5,UF
Distrito Federal,2019,10.3,UF
Distrito Federal,2020,10.7,UF
Distrito Federal,2021,12.0,UF
Distrito Federal,2022,12.2,UF
