Cod_UDH,Local,Municipio,Ano,Morte5
1352440200034,São Silvestre,Jacareí (SP),2000,25.97
1352440200034,São Silvestre,Jacareí (SP),2010,17.78
1352440200035,Pagador Andrade,Jacareí (SP),2000,
1352440200035,Pagador Andrade,Jacareí (SP),2010,21.31
1352490700001,Jambeiro,Jambeiro (SP),2000,19.77
1352490700001,Jambeiro,Jambeiro (SP),2010,14.34
1352630800001,Lagoinha,Lagoinha (SP),2000,31.42
1352630800001,Lagoinha,Lagoinha (SP),2010,21.2
1352660500001,Pinheiros / Lavrinhas,Lavrinhas (SP),2000,22.86
1352660500001,Pinheiros / Lavrinhas,Lavrinhas (SP),2010,18.18
1352720700001,Santa Lucrécia / Serra do Quebra-Cangalha,Lorena (SP),2000,30.04
1352720700001,Santa Lucrécia / Serra do Quebra-Cangalha,Lorena (SP),2010,25.1
1352720700002,Cachoeira Paulista / Vila Nunes,Lorena (SP),2000,14.59
1352720700002,Cachoeira Paulista / Vila Nunes,Lorena (SP),2010,10.32
1352720700003,Parque Mondesir,Lorena (SP),2000,14.59
1352720700003,Parque Mondesir,Lorena (SP),2010,10.32
1352720700004,Ribeirão dos Macacos,Lorena (SP),2000,22.08
1352720700004,Ribeirão dos Macacos,Lorena (SP),2010,15.73
1352720700005,Parque das Rodovias,Lorena (SP),2000,30.04
1352720700005,Parque das Rodovias,Lorena (SP),2010,25.1
1352720700006,Vila Brito,Lorena (SP),2000,22.08
1352720700006,Vila Brito,Lorena (SP),2010,18.55
1352720700007,Cecap,Lorena (SP),2000,30.04
1352720700007,Cecap,Lorena (SP),2010,25.1
1352720700008,Vila Nunes,Lorena (SP),2000,18.97
1352720700008,Vila Nunes,Lorena (SP),2010,13.88
1352720700009,Vila Passos,Lorena (SP),2000,22.08
1352720700009,Vila Passos,Lorena (SP),2010,18.55
1352720700010,Vila Hepacare : Estrada Municipal Santa Terezinha,Lorena (SP),2000,22.08
1352720700010,Vila Hepacare : Estrada Municipal Santa Terezinha,Lorena (SP),2010,18.55
1352720700011,Cruz II,Lorena (SP),2000,18.97
1352720700011,Cruz II,Lorena (SP),2010,13.88
1352720700012,Vila Cristina / Vila Portugal,Lorena (SP),2000,22.08
1352720700012,Vila Cristina / Vila Portugal,Lorena (SP),2010,13.88
1352720700013,Vila São Roque / Vila Hepacare / Cidade Industrial,Lorena (SP),2000,21.25
1352720700013,Vila São Roque / Vila Hepacare / Cidade Industrial,Lorena (SP),2010,15.73
1352720700014,Nova Lorena,Lorena (SP),2000,14.59
1352720700014,Nova Lorena,Lorena (SP),2010,10.32
1352720700015,Centro,Lorena (SP),2000,14.25
1352720700015,Centro,Lorena (SP),2010,10.32
1352720700016,Cruz,Lorena (SP),2000,14.59
1352720700016,Cruz,Lorena (SP),2010,10.32
1353170400001,Monteiro Lobato,Monteiro Lobato (SP),2000,28.52
1353170400001,Monteiro Lobato,Monteiro Lobato (SP),2010,17.9
1353230600001,Bairro Alto / Natividade da Serra,Natividade da Serra (SP),2000,23.39
1353230600001,Bairro Alto / Natividade da Serra,Natividade da Serra (SP),2010,19.15
1353560600001,Paraibuna,Paraibuna (SP),2000,23.06
1353560600001,Paraibuna,Paraibuna (SP),2010,19.05
1353800600001,Ipê / Acácias,Pindamonhangaba (SP),2000,30.04
1353800600001,Ipê / Acácias,Pindamonhangaba (SP),2010,26.57
1353800600002,Socorro: Condomínio Village Paineiras,Pindamonhangaba (SP),2000,12.3
1353800600002,Socorro: Condomínio Village Paineiras,Pindamonhangaba (SP),2010,7.21
1353800600003,Socorro,Pindamonhangaba (SP),2000,14.02
1353800600003,Socorro,Pindamonhangaba (SP),2010,9.04
1353800600004,Centro / Vila Nair / São Benedito/ Tabaú / Boa Vista,Pindamonhangaba (SP),2000,14.21
1353800600004,Centro / Vila Nair / São Benedito/ Tabaú / Boa Vista,Pindamonhangaba (SP),2010,10.26
1353800600005,Centro / Galega / Campo Alegre / Alvarenga,Pindamonhangaba (SP),2000,14.97
1353800600005,Centro / Galega / Campo Alegre / Alvarenga,Pindamonhangaba (SP),2010,11.39
1353800600006,Cardoso / Bela Vista / Ponte Alta,Pindamonhangaba (SP),2000,17.5
1353800600006,Cardoso / Bela Vista / Ponte Alta,Pindamonhangaba (SP),2010,11.76
1353800600007,Bosque / Boa Vista / Crispim / Santana / Tabaú,Pindamonhangaba (SP),2000,17.5
1353800600007,Bosque / Boa Vista / Crispim / Santana / Tabaú,Pindamonhangaba (SP),2010,11.76
1353800600008,Ribeirão do Pau D'alho / Ribeirão Tetequera / APA da Bacia do Paraíba do Sul,Pindamonhangaba (SP),2000,27.23
1353800600008,Ribeirão do Pau D'alho / Ribeirão Tetequera / APA da Bacia do Paraíba do Sul,Pindamonhangaba (SP),2010,23.34
1353800600009,Mombaça / Araretama / Nova Esperança,Pindamonhangaba (SP),2000,28.15
1353800600009,Mombaça / Araretama / Nova Esperança,Pindamonhangaba (SP),2010,21.17
1353800600010,Loteamento Interesse Social Marieta Azeredo,Pindamonhangaba (SP),2000,30.04
1353800600010,Loteamento Interesse Social Marieta Azeredo,Pindamonhangaba (SP),2010,26.57
1353800600011,Pinhão do Borba / Borba / Goiabal / Campinas / Atanázio / Feital / Buriti / Jataí,Pindamonhangaba (SP),2000,27.23
1353800600011,Pinhão do Borba / Borba / Goiabal / Campinas / Atanázio / Feital / Buriti / Jataí,Pindamonhangaba (SP),2010,23.34
1353800600012,Moreira César,Pindamonhangaba (SP),2000,23.48
1353800600012,Moreira César,Pindamonhangaba (SP),2010,15.62
1353800600013,Alto do Ribeirão,Pindamonhangaba (SP),2000,30.04
1353800600013,Alto do Ribeirão,Pindamonhangaba (SP),2010,26.57
1353800600014,Mombaça,Pindamonhangaba (SP),2000,21.33
1353800600014,Mombaça,Pindamonhangaba (SP),2010,17.21
1353800600015,Uma / Anhanguera,Pindamonhangaba (SP),2000,17.5
1353800600015,Uma / Anhanguera,Pindamonhangaba (SP),2010,11.76
1353800600016,Santa Cecília / Haras / Ipiranga / Água Preta,Pindamonhangaba (SP),2000,22.11
1353800600016,Santa Cecília / Haras / Ipiranga / Água Preta,Pindamonhangaba (SP),2010,17.21
1353850100001,Piquete,Piquete (SP),2000,21.06
1353850100001,Piquete,Piquete (SP),2010,18.18
1354075400001,Potim,Potim (SP),2000,31.3
1354075400001,Potim,Potim (SP),2010,20.09
1354190100001,Queluz,Queluz (SP),2000,22.86
1354190100001,Queluz,Queluz (SP),2010,18.18
1354230500001,Redenção da Serra,Redenção da Serra (SP),2000,26.78
1354230500001,Redenção da Serra,Redenção da Serra (SP),2010,20.93
1354430100001,Roseira,Roseira (SP),2000,25.5
1354430100001,Roseira,Roseira (SP),2010,18.18
1354600900001,Santa Branca,Santa Branca (SP),2000,24.43
1354600900001,Santa Branca,Santa Branca (SP),2010,17.63
1354820300001,Santo Antônio Do Pinhal,Santo Antônio do Pinhal (SP),2000,30.16
1354820300001,Santo Antônio Do Pinhal,Santo Antônio do Pinhal (SP),2010,19.49
1354860900001,São Bento do Sapucaí,São Bento do Sapucaí (SP),2000,25.48
1354860900001,São Bento do Sapucaí,São Bento do Sapucaí (SP),2010,19.49
1354960700001,São José do Barreiro,São José do Barreiro (SP),2000,22.86
1354960700001,São José do Barreiro,São José do Barreiro (SP),2010,19.26
1354990400001,APA do Banhado : Centro,São José dos Campos (SP),2000,30.04
1354990400001,APA do Banhado : Centro,São José dos Campos (SP),2010,26.57
1354990400002,Aquarius,São José dos Campos (SP),2000,11.65
1354990400002,Aquarius,São José dos Campos (SP),2010,7.21
1354990400003,Urbanova,São José dos Campos (SP),2000,14.02
1354990400003,Urbanova,São José dos Campos (SP),2010,7.79
1354990400004,Vila Adyana,São José dos Campos (SP),2000,13.29
1354990400004,Vila Adyana,São José dos Campos (SP),2010,7.79
1354990400005,Jardim Santos Dummont,São José dos Campos (SP),2000,32.1
1354990400005,Jardim Santos Dummont,São José dos Campos (SP),2010,22.33
1354990400006,CTA,São José dos Campos (SP),2000,13.49
1354990400006,CTA,São José dos Campos (SP),2010,9.14
1354990400007,Floradas,São José dos Campos (SP),2000,13.49
1354990400007,Floradas,São José dos Campos (SP),2010,9.14
1354990400008,Rural Norte,São José dos Campos (SP),2000,32.1
1354990400008,Rural Norte,São José dos Campos (SP),2010,20.52
1354990400009,Altos de Santana,São José dos Campos (SP),2000,21.58
1354990400009,Altos de Santana,São José dos Campos (SP),2010,16.39
1354990400010,Sertãozinho,São José dos Campos (SP),2000,29.13
1354990400010,Sertãozinho,São José dos Campos (SP),2010,18.38
1354990400011,APA do Banhado : Leste,São José dos Campos (SP),2000,32.1
1354990400011,APA do Banhado : Leste,São José dos Campos (SP),2010,22.33
1354990400012,Eugênio De Melo,São José dos Campos (SP),2000,19.53
1354990400012,Eugênio De Melo,São José dos Campos (SP),2010,13.47
1354990400013,Galo Branco,São José dos Campos (SP),2000,26.2
1354990400013,Galo Branco,São José dos Campos (SP),2010,18.38
1354990400014,Jardim das Flores,São José dos Campos (SP),2000,15.09
1354990400014,Jardim das Flores,São José dos Campos (SP),2010,10.8
1354990400015,APA do Banhado : Limoeiro,São José dos Campos (SP),2000,26.2
1354990400015,APA do Banhado : Limoeiro,São José dos Campos (SP),2010,20.52
1354990400016,Rhodia,São José dos Campos (SP),2000,29.13
1354990400016,Rhodia,São José dos Campos (SP),2010,18.38
1354990400017,Santana,São José dos Campos (SP),2000,18.67
1354990400017,Santana,São José dos Campos (SP),2010,11.11
1354990400018,Vila Rossi,São José dos Campos (SP),2000,14.31
1354990400018,Vila Rossi,São José dos Campos (SP),2010,9.88
1354990400019,Jardim Bela Vista,São José dos Campos (SP),2000,14.31
1354990400019,Jardim Bela Vista,São José dos Campos (SP),2010,9.88
1354990400020,Estação Ferroviária,São José dos Campos (SP),2000,32.1
1354990400020,Estação Ferroviária,São José dos Campos (SP),2010,22.33
1354990400021,Vila Industrial : Conjuntos,São José dos Campos (SP),2000,15.87
1354990400021,Vila Industrial : Conjuntos,São José dos Campos (SP),2010,10.8
1354990400022,Vila Industrial,São José dos Campos (SP),2000,17.95
1354990400022,Vila Industrial,São José dos Campos (SP),2010,12.34
1354990400023,Jardim Paulista,São José dos Campos (SP),2000,15.87
1354990400023,Jardim Paulista,São José dos Campos (SP),2010,11.36
1354990400024,Jardim Jussara,São José dos Campos (SP),2000,24.54
1354990400024,Jardim Jussara,São José dos Campos (SP),2010,14.99
1354990400025,Jardim das Indústrias,São José dos Campos (SP),2000,14.31
1354990400025,Jardim das Indústrias,São José dos Campos (SP),2010,9.88
1354990400026,Vista Verde,São José dos Campos (SP),2000,14.31
1354990400026,Vista Verde,São José dos Campos (SP),2010,9.88
1354990400027,Jardim Motorama,São José dos Campos (SP),2000,16.92
1354990400027,Jardim Motorama,São José dos Campos (SP),2010,11.36
1354990400028,Bosque dos Eucaliptos,São José dos Campos (SP),2000,13.72
1354990400028,Bosque dos Eucaliptos,São José dos Campos (SP),2010,9.14
1354990400029,Bosque dos Ipês,São José dos Campos (SP),2000,15.87
1354990400029,Bosque dos Ipês,São José dos Campos (SP),2010,10.8
1354990400030,Jardim América,São José dos Campos (SP),2000,14.31
1354990400030,Jardim América,São José dos Campos (SP),2010,9.88
1354990400031,Parque Novo,São José dos Campos (SP),2000,
1354990400031,Parque Novo,São José dos Campos (SP),2010,9.14
1354990400032,Bom Retiro,São José dos Campos (SP),2000,32.1
1354990400032,Bom Retiro,São José dos Campos (SP),2010,22.33
1354990400033,Pousada do Vale,São José dos Campos (SP),2000,29.13
1354990400033,Pousada do Vale,São José dos Campos (SP),2010,22.33
1354990400034,Campo dos Alemães,São José dos Campos (SP),2000,32.19
1354990400034,Campo dos Alemães,São José dos Campos (SP),2010,20.91
1354990400035,Rio Comprido,São José dos Campos (SP),2000,32.1
1354990400035,Rio Comprido,São José dos Campos (SP),2010,22.33
1354990400036,Rural Sul,São José dos Campos (SP),2000,32.1
1354990400036,Rural Sul,São José dos Campos (SP),2010,22.33
1354990400037,Cidade Jardim,São José dos Campos (SP),2000,15.87
1354990400037,Cidade Jardim,São José dos Campos (SP),2010,10.8
1354990400038,Parque Interlagos,São José dos Campos (SP),2000,19.53
1354990400038,Parque Interlagos,São José dos Campos (SP),2010,16.0
1354990400039,Jardim Santa Inês,São José dos Campos (SP),2000,26.2
1354990400039,Jardim Santa Inês,São José dos Campos (SP),2010,17.05
1354990400040,Novo Horizonte,São José dos Campos (SP),2000,25.81
1354990400040,Novo Horizonte,São José dos Campos (SP),2010,16.0
1354990400041,Residencial Ana Maria,São José dos Campos (SP),2000,
1354990400041,Residencial Ana Maria,São José dos Campos (SP),2010,10.8
1354990400042,Serrote,São José dos Campos (SP),2000,29.13
1354990400042,Serrote,São José dos Campos (SP),2010,22.33
1354990400043,Jardim da Granja,São José dos Campos (SP),2000,19.53
1354990400043,Jardim da Granja,São José dos Campos (SP),2010,13.47
1354990400044,Campos de São José,São José dos Campos (SP),2000,24.54
1354990400044,Campos de São José,São José dos Campos (SP),2010,18.78
1354990400045,Putim,São José dos Campos (SP),2000,24.54
1354990400045,Putim,São José dos Campos (SP),2010,18.78
1354990400046,Bosque dos Eucaliptos : Sesi,São José dos Campos (SP),2000,16.72
1354990400046,Bosque dos Eucaliptos : Sesi,São José dos Campos (SP),2010,11.53
1354990400047,Vila São Bento,São José dos Campos (SP),2000,19.44
1354990400047,Vila São Bento,São José dos Campos (SP),2010,14.99
1354990400048,Parque Industrial,São José dos Campos (SP),2000,16.92
1354990400048,Parque Industrial,São José dos Campos (SP),2010,11.36
1354990400049,Jardim Satélite,São José dos Campos (SP),2000,19.53
1354990400049,Jardim Satélite,São José dos Campos (SP),2010,13.47
1354990400050,Vale do Sol,São José dos Campos (SP),2000,18.03
1354990400050,Vale do Sol,São José dos Campos (SP),2010,11.11
1354990400051,Morumbi,São José dos Campos (SP),2000,20.79
1354990400051,Morumbi,São José dos Campos (SP),2010,13.82
1354990400052,Chácaras Reunidas,São José dos Campos (SP),2000,29.13
1354990400052,Chácaras Reunidas,São José dos Campos (SP),2010,18.38
1354990400053,Centro,São José dos Campos (SP),2000,15.87
1354990400053,Centro,São José dos Campos (SP),2010,11.11
1354990400054,Bairro dos Freitas,São José dos Campos (SP),2000,30.04
1354990400054,Bairro dos Freitas,São José dos Campos (SP),2010,26.57
1354990400055,Parque da Cidade,São José dos Campos (SP),2000,19.44
1354990400055,Parque da Cidade,São José dos Campos (SP),2010,13.47
1354990400056,Conjunto Habitacional São José,São José dos Campos (SP),2000,30.04
1354990400056,Conjunto Habitacional São José,São José dos Campos (SP),2010,26.57
1354990400057,Bell Park,São José dos Campos (SP),2000,14.31
1354990400057,Bell Park,São José dos Campos (SP),2010,9.88
1354990400058,Sítio Bom Jesus,São José dos Campos (SP),2000,30.04
1354990400058,Sítio Bom Jesus,São José dos Campos (SP),2010,26.57
1354990400059,Pinheirinho,São José dos Campos (SP),2000,
1354990400059,Pinheirinho,São José dos Campos (SP),2010,26.57
1354990400060,Vargem Grande,São José dos Campos (SP),2000,32.1
1354990400060,Vargem Grande,São José dos Campos (SP),2010,22.33
1354990400061,Vila Progresso,São José dos Campos (SP),2000,29.13
1354990400061,Vila Progresso,São José dos Campos (SP),2010,18.38
1354990400062,Jardim Diamante,São José dos Campos (SP),2000,19.53
1354990400062,Jardim Diamante,São José dos Campos (SP),2010,13.47
1354990400063,Torrão De Ouro,São José dos Campos (SP),2000,18.67
1354990400063,Torrão De Ouro,São José dos Campos (SP),2010,10.8
1354990400064,Vila Ema,São José dos Campos (SP),2000,11.65
1354990400064,Vila Ema,São José dos Campos (SP),2010,7.21
1354990400065,Jardim Esplanada,São José dos Campos (SP),2000,14.02
1354990400065,Jardim Esplanada,São José dos Campos (SP),2010,7.79
1354990400066,Pararangaba,São José dos Campos (SP),2000,20.9
1354990400066,Pararangaba,São José dos Campos (SP),2010,14.99
1354990400067,São Francisco Xavier,São José dos Campos (SP),2000,24.54
1354990400067,São Francisco Xavier,São José dos Campos (SP),2010,17.05
1355000100001,Catuçaba / São Luís do Paraitinga,São Luís do Paraitinga (SP),2000,28.07
1355000100001,Catuçaba / São Luís do Paraitinga,São Luís do Paraitinga (SP),2010,17.86
1355070400001,Centro / Pontal da Cruz / Praia Deserta / Porto Grande / Arrastão / São Francisco  / Cigarras : Transpetro,São Sebastião (SP),2000,14.21
1355070400001,Centro / Pontal da Cruz / Praia Deserta / Porto Grande / Arrastão / São Francisco  / Cigarras : Transpetro,São Sebastião (SP),2010,10.18
1355070400002,Toque-Toque Grande / Costão do Navio / Guaecá / Barequeçaba / Pitangueiras / Varadouro,São Sebastião (SP),2000,20.02
1355070400002,Toque-Toque Grande / Costão do Navio / Guaecá / Barequeçaba / Pitangueiras / Varadouro,São Sebastião (SP),2010,12.17
1355070400003,Boissucanga Orla,São Sebastião (SP),2000,20.02
1355070400003,Boissucanga Orla,São Sebastião (SP),2010,12.17
1355070400004,Boissucanga Continente,São Sebastião (SP),2000,29.13
1355070400004,Boissucanga Continente,São Sebastião (SP),2010,18.58
1355070400005,Jaraguá / Canto do Mar / Enseada,São Sebastião (SP),2000,25.68
1355070400005,Jaraguá / Canto do Mar / Enseada,São Sebastião (SP),2010,18.58
1355070400006,Itatinga / Topolândia / Olaria,São Sebastião (SP),2000,25.68
1355070400006,Itatinga / Topolândia / Olaria,São Sebastião (SP),2010,16.93
1355070400007,Parque Estadual da Serra do Mar : Núcleo São Sebastião,São Sebastião (SP),2000,30.05
1355070400007,Parque Estadual da Serra do Mar : Núcleo São Sebastião,São Sebastião (SP),2010,21.12
1355070400008,Boracéia / Barra do Una / Juquehy / Barra do Sahy,São Sebastião (SP),2000,20.02
1355070400008,Boracéia / Barra do Una / Juquehy / Barra do Sahy,São Sebastião (SP),2010,12.17
1355070400009,Baleia / Camburi,São Sebastião (SP),2000,20.02
1355070400009,Baleia / Camburi,São Sebastião (SP),2010,12.17
1355070400010,Maresias / Toque-Toque,São Sebastião (SP),2000,25.68
1355070400010,Maresias / Toque-Toque,São Sebastião (SP),2010,16.93
1355070400011,Morro do Abrigo,São Sebastião (SP),2000,25.68
1355070400011,Morro do Abrigo,São Sebastião (SP),2010,16.93
1355200700001,Silveiras,Silveiras (SP),2000,32.1
1355200700001,Silveiras,Silveiras (SP),2010,21.46
1355410200001,Lavadouro de Areia / Centro,Taubaté (SP),2000,14.02
1355410200001,Lavadouro de Areia / Centro,Taubaté (SP),2010,8.03
1355410200002,Cataguá,Taubaté (SP),2000,14.02
1355410200002,Cataguá,Taubaté (SP),2010,8.03
1355410200003,Santa Luzia / Independência,Taubaté (SP),2000,14.31
1355410200003,Santa Luzia / Independência,Taubaté (SP),2010,9.99
1355410200004,Itaim,Taubaté (SP),2000,14.31
1355410200004,Itaim,Taubaté (SP),2010,9.99
1355410200005,Sesi Taubaté,Taubaté (SP),2000,14.31
1355410200005,Sesi Taubaté,Taubaté (SP),2010,9.99
1355410200006,Alto de São João / Centro,Taubaté (SP),2000,14.31
1355410200006,Alto de São João / Centro,Taubaté (SP),2010,10.04
1355410200007,Monção / Vila São Geraldo,Taubaté (SP),2000,18.57
1355410200007,Monção / Vila São Geraldo,Taubaté (SP),2010,10.69
1355410200008,Quiririm / Pinhão,Taubaté (SP),2000,14.98
1355410200008,Quiririm / Pinhão,Taubaté (SP),2010,10.76
1355410200009,FEMSA,Taubaté (SP),2000,30.04
1355410200009,FEMSA,Taubaté (SP),2010,25.96
1355410200010,Campos Elíseos,Taubaté (SP),2000,14.38
1355410200010,Campos Elíseos,Taubaté (SP),2010,10.04
1355410200011,Cavarucanguera,Taubaté (SP),2000,14.98
1355410200011,Cavarucanguera,Taubaté (SP),2010,10.76
1355410200012,São Gonçalo : Rua Otacílio França,Taubaté (SP),2000,18.57
1355410200012,São Gonçalo : Rua Otacílio França,Taubaté (SP),2010,10.69
1355410200013,Imaculada Conceição,Taubaté (SP),2000,30.04
1355410200013,Imaculada Conceição,Taubaté (SP),2010,25.96
1355410200014,Água Quente / Gurilândia,Taubaté (SP),2000,30.04
1355410200014,Água Quente / Gurilândia,Taubaté (SP),2010,25.96
1355410200015,Água Quente : Flor Do Vale,Taubaté (SP),2000,30.04
1355410200015,Água Quente : Flor Do Vale,Taubaté (SP),2010,25.96
1355410200016,Esplanada Santa Terezinha,Taubaté (SP),2000,30.04
1355410200016,Esplanada Santa Terezinha,Taubaté (SP),2010,25.96
1355410200017,Jardim das Bandeiras,Taubaté (SP),2000,30.04
1355410200017,Jardim das Bandeiras,Taubaté (SP),2010,25.96
1355410200018,Jardim Santa Tereza,Taubaté (SP),2000,30.04
1355410200018,Jardim Santa Tereza,Taubaté (SP),2010,25.96
1355410200019,APA Bacia do Paraíba,Taubaté (SP),2000,29.73
1355410200019,APA Bacia do Paraíba,Taubaté (SP),2010,18.57
1355410200020,Ribeirão aa Serra,Taubaté (SP),2000,32.71
1355410200020,Ribeirão aa Serra,Taubaté (SP),2010,21.78
1355410200021,Ribeirão Piracanguá,Taubaté (SP),2000,29.73
1355410200021,Ribeirão Piracanguá,Taubaté (SP),2010,18.57
1355410200022,São Gonçalo,Taubaté (SP),2000,32.71
1355410200022,São Gonçalo,Taubaté (SP),2010,21.78
1355410200023,Quinta das Frutas,Taubaté (SP),2000,22.46
1355410200023,Quinta das Frutas,Taubaté (SP),2010,13.31
1355410200024,Distrito Industrial Piracanguá / Bairro Bonfim,Taubaté (SP),2000,19.19
1355410200024,Distrito Industrial Piracanguá / Bairro Bonfim,Taubaté (SP),2010,11.11
1355410200025,Cecap,Taubaté (SP),2000,32.71
1355410200025,Cecap,Taubaté (SP),2010,21.78
1355410200026,Residencial Portal do Vale,Taubaté (SP),2000,29.73
1355410200026,Residencial Portal do Vale,Taubaté (SP),2010,18.57
1355410200027,Água Quente,Taubaté (SP),2000,19.92
1355410200027,Água Quente,Taubaté (SP),2010,14.54
1355410200028,Jardim Ana Rosad/ Vila São José,Taubaté (SP),2000,19.19
1355410200028,Jardim Ana Rosad/ Vila São José,Taubaté (SP),2010,11.11
1355410200029,Água Quente : Jaraguá,Taubaté (SP),2000,20.02
1355410200029,Água Quente : Jaraguá,Taubaté (SP),2010,12.2
1355410200030,Distrito Industrial / Residencial Santo Antonio,Taubaté (SP),2000,20.02
1355410200030,Distrito Industrial / Residencial Santo Antonio,Taubaté (SP),2010,12.2
1355410200031,Três Marias,Taubaté (SP),2000,32.71
1355410200031,Três Marias,Taubaté (SP),2010,21.78
1355410200032,Parque Três Marias / Jardim América / Chácara Silvestre,Taubaté (SP),2000,26.03
1355410200032,Parque Três Marias / Jardim América / Chácara Silvestre,Taubaté (SP),2010,18.39
1355410200033,Itapecerica / Cataguá,Taubaté (SP),2000,30.04
1355410200033,Itapecerica / Cataguá,Taubaté (SP),2010,25.96
1355410200034,Alto de São Pedro,Taubaté (SP),2000,19.65
1355410200034,Alto de São Pedro,Taubaté (SP),2010,12.38
1355410200035,Parque Presidente Dutra / Vila Maria,Taubaté (SP),2000,23.06
1355410200035,Parque Presidente Dutra / Vila Maria,Taubaté (SP),2010,16.31
1355410200036,Campos Elíseos II,Taubaté (SP),2000,14.98
1355410200036,Campos Elíseos II,Taubaté (SP),2010,10.76
1355410200037,São Gonçalo : Capela Santa Cecília,Taubaté (SP),2000,14.98
1355410200037,São Gonçalo : Capela Santa Cecília,Taubaté (SP),2010,10.76
1355410200038,Jardim Continental,Taubaté (SP),2000,
1355410200038,Jardim Continental,Taubaté (SP),2010,13.31
1355410200039,Caixa D'água : E.E. Professor Roque de Castro Reis,Taubaté (SP),2000,30.04
1355410200039,Caixa D'água : E.E. Professor Roque de Castro Reis,Taubaté (SP),2010,25.96
1355410200040,Caixa D'água / São Gonçalo,Taubaté (SP),2000,19.19
1355410200040,Caixa D'água / São Gonçalo,Taubaté (SP),2010,15.11
1355410200041,Belém : Cemitério Municipal,Taubaté (SP),2000,19.65
1355410200041,Belém : Cemitério Municipal,Taubaté (SP),2010,13.31
1355410200042,Barranco II,Taubaté (SP),2000,32.71
1355410200042,Barranco II,Taubaté (SP),2010,21.78
1355410200043,Estiva : Escola Municipal Evaristo Campista Cesar Monsenhor,Taubaté (SP),2000,29.73
1355410200043,Estiva : Escola Municipal Evaristo Campista Cesar Monsenhor,Taubaté (SP),2010,18.57
1355410200044,Barranco,Taubaté (SP),2000,22.46
1355410200044,Barranco,Taubaté (SP),2010,16.31
1355410200045,Areão : EMEF Conego José Luiz Pereira Ribeiro,Taubaté (SP),2000,29.73
1355410200045,Areão : EMEF Conego José Luiz Pereira Ribeiro,Taubaté (SP),2010,18.57
1355410200046,Areão: UBS Pamo Vila Marli,Taubaté (SP),2000,19.19
1355410200046,Areão: UBS Pamo Vila Marli,Taubaté (SP),2010,12.38
1355410200047,Jardim das Bandeiras / Estiva,Taubaté (SP),2000,18.59
1355410200047,Jardim das Bandeiras / Estiva,Taubaté (SP),2010,12.2
1355410200048,Sesc Taubaté,Taubaté (SP),2000,14.98
1355410200048,Sesc Taubaté,Taubaté (SP),2010,10.76
1355410200049,Estiva / Santa Terezinha,Taubaté (SP),2000,19.92
1355410200049,Estiva / Santa Terezinha,Taubaté (SP),2010,13.31
1355410200050,Estiva : Condomínio Vila Bella,Taubaté (SP),2000,29.73
1355410200050,Estiva : Condomínio Vila Bella,Taubaté (SP),2010,18.57
1355480500001,Santa Lucia / Campos do Conde Versailles,Tremembé (SP),2000,12.3
1355480500001,Santa Lucia / Campos do Conde Versailles,Tremembé (SP),2010,7.79
1355480500002,Centro : Praça Padre Luiz Balmes,Tremembé (SP),2000,14.25
1355480500002,Centro : Praça Padre Luiz Balmes,Tremembé (SP),2010,10.26
1355480500003,Flor do Vale,Tremembé (SP),2000,22.11
1355480500003,Flor do Vale,Tremembé (SP),2010,13.23
1355480500004,Flor do Vale : Rua José Teófilo da Cruz,Tremembé (SP),2000,29.34
1355480500004,Flor do Vale : Rua José Teófilo da Cruz,Tremembé (SP),2010,18.55
1355480500005,Córrego Santa Maria / Bairro Do Poço Grande,Tremembé (SP),2000,29.34
1355480500005,Córrego Santa Maria / Bairro Do Poço Grande,Tremembé (SP),2010,18.55
1355480500006,Centro / Parque das Fontes / Jardim dos Eucaliptos,Tremembé (SP),2000,22.11
1355480500006,Centro / Parque das Fontes / Jardim dos Eucaliptos,Tremembé (SP),2010,13.23
1355480500007,Residencial Parque das Araucárias,Tremembé (SP),2000,22.11
1355480500007,Residencial Parque das Araucárias,Tremembé (SP),2010,13.23
1355480500008,São Vicente De Paulo,Tremembé (SP),2000,29.34
1355480500008,São Vicente De Paulo,Tremembé (SP),2010,18.55
1355480500009,Campos do Conde Louvre / Campos do Conde Chambord / Vale das Flores / Chácara Canaã / Chácara Nova Vida,Tremembé (SP),2000,
1355480500009,Campos do Conde Louvre / Campos do Conde Chambord / Vale das Flores / Chácara Canaã / Chácara Nova Vida,Tremembé (SP),2010,18.55
1355480500010,Jardim Santana / Jardim dos Eucaliptos,Tremembé (SP),2000,29.34
1355480500010,Jardim Santana / Jardim dos Eucaliptos,Tremembé (SP),2010,18.55
1355480500011,Vila Nossa Senhora da Guia / Paula Maria / Terras de Benvira,Tremembé (SP),2000,17.33
1355480500011,Vila Nossa Senhora da Guia / Paula Maria / Terras de Benvira,Tremembé (SP),2010,13.23
1355480500012,Residencial Flor do Campo,Tremembé (SP),2000,30.04
1355480500012,Residencial Flor do Campo,Tremembé (SP),2010,26.57
1355540600001,Ubatuba,Ubatuba (SP),2000,
1355540600001,Ubatuba,Ubatuba (SP),2010,9.04
1355540600002,Ubatuba,Ubatuba (SP),2000,28.29
1355540600002,Ubatuba,Ubatuba (SP),2010,20.23
1355540600003,Itaguá / Barra da Lagoa,Ubatuba (SP),2000,14.59
1355540600003,Itaguá / Barra da Lagoa,Ubatuba (SP),2010,10.76
